coaster_name,Length,Speed,Location,Status,Type,Manufacturer,Model,Height,Inversions,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,G-force,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Soft opening date.1,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,year_introduced,latitude,longitude,Type_Main,Opening Date
Big Grizzly Mountain Runaway Mine Cars,"1,100 m (3,600 ft)",72 km/h (45 mph),Hong Kong Disneyland,Under Maintenance,Steel – Mine Train – Launched,Vekoma,,,0.0,Both,,6 (Usually 5 for operations) trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,Grizzly Gulch,3:14,"1,728 riders per hour",,Walt Disney Imagineering,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,2012,22.3102,114.0425,Steel,2012-07-14
Cliffhanger (Colorado roller coaster),,34 mph (55 km/h),Other,,Steel,S&MC,Hurricane,56 ft (17 m),0.0,,"$800,000 (USD)[1]",,,1:20,,,,,,,,,,,,"October 25, 2008",,,,,,,,,,,,2012,,,Steel,
Dauling Dragon,"3,914 ft (1,193.0 m)",,Other,Operating,Wood – Racing,Martin & Vleminckx,Racing roller coaster,105 ft (32.0 m),0.0,Chain lift hill,,4 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,The Gravity Group,,,,,,,,,,,,,,,,,,,,,2012,30.5912,114.3879,Wood,2012-04-29
Dinoconda,"3,444.9 ft (1,050.0 m)",78.3 mph (126.0 km/h),China Dinosaurs Park,Operating,Steel – 4th Dimension,S&S – Sansei Technologies,4th Dimension Coaster,226.4 ft (69.0 m),3.0,,,6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,,,,,,,,,,,,,,,,,,,,,,,,,2012,31.8245,119.9955,Steel,2012-04-29
Dragonfly (roller coaster),"361 m (1,184 ft)",50 km/h (31 mph),Duinrell,Operating,Steel,Gerstlauer,,15 m (49 ft),0.0,,,Single train with a single car. Riders are arranged 4 across in a single row for a total of 4 riders per train.,,1:23 minutes,750 riders per hour,2.9,,97°,,,,,,,,,,,,,,,,,,,,2012,52.1472,4.3785,Steel,2012-03-31
Firebird (roller coaster),"2,900 ft (880 m)",55 mph (89 km/h),Other,,Steel – Floorless Coaster,Bolliger & Mabillard,Floorless,100 ft (30 m),2.0,Chain lift hill,,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,2:00,1220 riders per hour,,Werner Stengel,,90 ft (27 m),,,,Twister,,,"September 5, 2011",,Goliath,,Flash Pass Available,,,,,,,,2012,,,Steel,
Goliath (Six Flags New England),"1,204.1 ft (367.0 m)",65.6 mph (105.6 km/h),Other,,Steel – Shuttle – Inverted,Vekoma,Giant Inverted Boomerang,191.6 ft (58.4 m),3.0,Cable lift hill,,Single train with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:32,870 riders per hour,4.5,Stefan Holtman,90°,177 ft (54 m),,,Shipwreck Falls,,,,,,West Coast Racers,,,,,,,,,,2012,,,Steel,
Iron Shark,"1,246 ft (380 m)",52 mph (84 km/h),Galveston Island Historic Pleasure Pier,Operating,Steel,Gerstlauer,Euro-Fighter (Iron Shark),100 ft (30 m),4.0,Vertical chain lift hill,,3 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,1:00,,,,,,,,,,,,,,,,,,,,,,,,2012,29.2858,-94.7895,Steel,2012-06-01
Lego Technic Test Track,"400 m (1,300 ft)",56.3 km/h (35.0 mph),Other,,Steel – Wild Mouse,Mack Rides,Wild Mouse (large park),15.8 m (52 ft),0.0,Chain lift hill,,Several trains with a single car. Riders are arranged 2 across in 2 rows for a total of 4 riders per train.,,1:35,,,,,15.2 m (50 ft),,,,,,,,,,,,,,,,,,,2012,,,Steel,
Leviathan (Canada's Wonderland),"1,672 m (5,486 ft)",148 km/h (92 mph),Canada's Wonderland,Operating,Steel,Bolliger & Mabillard,Hyper coaster,93.3 m (306 ft),0.0,Chain lift hill,"US$28,000,000",,Medieval Faire,3:28,1650 riders per hour,4.5,Werner Stengel[3],80°,93.3 m (306 ft),27 April 2012[1],,,Out and Back,,27 April 2012[1],,,,,,Must transfer from wheelchair,,,,,,Lap bar and seat belt,2012,43.8445,-79.5424,Steel,2012-05-06
Manta (SeaWorld San Diego),"2,835 ft (864 m)",43 mph (69 km/h),SeaWorld San Diego,Operating,Steel – Launched – Family,Mack Rides,,30 ft (9.1 m),0.0,LSM,,4 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,1:56,1400 riders per hour,Between 3 and 4 Gs,,,54 ft (16 m),"May 23, 2012",,,,,"May 23, 2012",,,,,,,,,,,,,2012,32.7671,-117.228,Steel,2012-05-26
OzIris,"3,280 ft (1,000 m)",56 mph (90 km/h),Parc Astérix,Operating,Steel – Inverted,Bolliger & Mabillard,,131.2 ft (40.0 m),5.0,Chain lift hill,About $14 million for the ride and about $9.5 million for the Egyptian themed area,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Egypt,About 2:15,1600 riders per hour,,,,114.8 ft (35.0 m),,,,,,,,,,,,,,,,,,,2012,49.1342,2.5663,Steel,2012-04-07
Polar X-plorer,,65 km/h (40 mph),Legoland Billund,Operating,Steel,Zierer,Elevated Seating Coaster,20 m (66 ft),0.0,Chain lift hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,55.737,9.1218,Steel,2012-04-29
Shambhala (roller coaster),"1,564 m (5,131 ft)",134 km/h (83 mph),PortAventura Park,Operating,Other,Bolliger & Mabillard,Hyper Coaster,76 m (249 ft),0.0,Chain lift hill,,3 trains with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,China,3:00,"1,680 riders per hour",3.8,,77.4°,78 m (256 ft),,,,,,,,,,,,,,,,,,,2012,41.0847,1.1564,Other,2012-05-12
Skyrush,"3,600 ft (1,100 m)",75 mph (121 km/h),Hersheypark,Operating,Steel,Intamin,Wing Coaster (Intamin),200 ft (61 m),0.0,Cable,"US$25,000,000",2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,The Hollow,1:03,,5,Werner Stengel,85°,212 ft (65 m),,,,Twister,,,,,,Official website,,,,,,,,,2012,,,Steel,2012-05-26
Stinger (roller coaster),"1,013.8 ft (309.0 m)",50 mph (80 km/h),Other,In Production,Other,Vekoma,,131.3 ft (40.0 m),3.0,,,,,1:30,,,,,,,,,,,,,,,,,,,,Over-the-shoulder,,,,2012,,,Other,
Superman: Ultimate Flight (Six Flags Discovery Kingdom),863 ft (263 m),62 mph (100 km/h),Six Flags Discovery Kingdom,Operating,Steel – Launched,Premier Rides,Sky Rocket II,150 ft (46 m),1.0,LSM,"$6,000,000 USD[2]",Single train with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,DC Universe,45 seconds,,,,90°,135 ft (41 m),"June 29, 2012",,Pandemonium,,,"June 29, 2012",,,,,,,,,,,,,2012,38.1386,-122.231,Steel,2012-06-30
The Swarm (roller coaster),"775 m (2,543 ft)",59 mph (95 km/h),Thorpe Park,Operating,Steel – Wing Coaster,Bolliger & Mabillard,Custom,38.6 m (127 ft),5.0,Chain lift hill,,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Swarm Island,1:15,"1,100 riders per hour",4.5,,,,,,,,Fastrack available,,,,,,,,,,,,,,2012,51.4056,-0.5154,Steel,2012-03-15
The Walking Dead: The Ride,"1,312.3 ft (400.0 m)",27.7 mph (44.6 km/h),Thorpe Park Resort,Operating,Steel,Vekoma,Enigma,41.7 ft (12.7 m),0.0,Drive tire lift hill,,5 trains with 5 cars. Riders are arranged 2 across in a single row for a total of 10 riders per train.,The Dock Yard,2:00,700 riders per hour,2.4,Vekoma,,32 ft (9.8 m),,,,Modified Enigma,,,,,,,,,,,,,,,2012,51.4036,-0.5132,Steel,1996-03-23
Triops (roller coaster),"1,013.8 ft (309.0 m)",50 mph (80 km/h),Other,In Production,Other,Vekoma,,131.3 ft (40.0 m),3.0,,,,,1:30,,,,,,,,,,,,,,,,,,,,Over-the-shoulder,,,,2012,,,Other,
Verbolten,"2,835 ft (864 m)",53 mph (85 km/h),Busch Gardens Williamsburg,Operating,Steel – Launched,Zierer,Family Launched Coaster Elevated Seating Coaster,,0.0,2 LSM Launches,,5 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Oktoberfest,3:25,,,,,88 ft (27 m),"May 11, 2012",,Big Bad Wolf,Custom terrain design,,"May 11, 2012",,,,,,,Black Forest/Autobahn,,,,,Lap Bar,2012,37.2315,-76.6449,Steel,2012-05-18
Wild Eagle,"3,127 ft (953 m)",61 mph (98 km/h),Dollywood,Operating,Steel – Wing Coaster,Bolliger & Mabillard,Wing Coaster,210 ft (64 m),4.0,Chain lift hill,"$20,000,000($22.5 million in 2020 dollars[1])",2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Wilderness Pass,2:22,,,,,135 ft (41 m),"March 23, 2012",,,,,"March 23, 2012",,,,,,Must transfer from wheelchair,,,,,,,2012,35.7947,-83.5301,Steel,2012-03-24
Wild West Express Coaster,197 ft (60 m),16 mph (26 km/h),Other,,Steel,Zierer,Tivoli,10 ft (3.0 m),0.0,,,,,,600 riders per hour,,Ing.-Büro Stengel GmbH,,,,,,Oval,,,"June 30, 2009",,,,,,,,,,,,2012,,,Steel,
Wodan Timbur Coaster,"3,444 ft (1,050 m)",62.1 mph (99.9 km/h),Europa-Park,Operating,Wood,Great Coasters International,,131 ft (40 m),0.0,Chain lift hill,"€ 10,000,000",3 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Iceland,3:25,1250 riders per hour,3.5 g,,52°,,,,,,,,,,,,,,,Single rider line available,,,,Lap bar,2012,48.2614,7.7192,Wood,2012-03-31
X-Flight (Six Flags Great America),"3,000 ft (910 m)",55 mph (89 km/h),Six Flags Great America,Operating,Steel – Wing Coaster,Bolliger & Mabillard,Wing Coaster,120 ft (37 m),5.0,Chain lift hill,$12–15 million[1],2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,County Fair,1:15,,,,,,"May 12, 2012",,Splashwater FallsGreat America Raceway,Twister,,"May 12, 2012",,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,2012,42.3654,-87.9338,Steel,2012-05-16
Abyss (roller coaster),"630 m (2,070 ft)",85 km/h (53 mph),Adventure World,Operating,Steel – Euro-Fighter,Gerstlauer,Euro-Fighter – Custom,30 m (98 ft),3.0,Chain lift hill,A$12 million,4 trains with a single car. Riders are arranged 4 across in 2 rows for a total of 8 riders per train.,,2 minutes,,4.5,,100°,30.5 m (100 ft),,,,Custom,,,,,,,,,,,,,,,2013,-32.0955,115.817,Steel,2013-11-01
Boomerang (Six Flags St. Louis),935 ft (285 m),47 mph (76 km/h),Other,,Steel – Boomerang – Shuttle,Vekoma,Boomerang,116.5 ft (35.5 m),3.0,Chain lift hill,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,1:48,760 riders per hour,5.2,,65°,108 ft (33 m),,,Water Street Cab Company,,,,"September 3, 2012",,Texas SkyScreamer,,,Must transfer from wheelchair,,,,,,,2013,,,Steel,
Coast Rider,"1,339 ft (408 m)",,Knott's Berry Farm,Operating,Steel – Wild Mouse,Mack Rides,Wild Mouse (large park),52 ft (16 m),0.0,,,,The Boardwalk,2:30,,,,,,,Fast Lane available,Perilous Plunge,Wild Mouse,,,,,,,,,,,,,,,2013,33.845,-118.0019,Steel,2013-05-25
Crazy Bird,"390 m (1,280 ft)",,Happy Valley Tianjin,Operating,Steel,S&S – Sansei Technologies,El Loco,,2.0,,,,,,,,,120°,30 m (98 ft),,,,,,,,,,,,,,,,,,,2013,39.1847,117.4686,Steel,2013-12-22
Deep Space (roller coaster),"1,706 ft (520 m)",42.50 mph (68.40 km/h),Adlabs Imagica,Operating,Steel – Launched,Premier Rides,Sky Rocket - Indoor,57.41 ft (17.50 m),2.0,LSM launch circuit coaster,,2 trains with 2 cars. Riders are arranged 6 across in a single row for a total of 12 riders per train.,Asiana,1:56,600 riders per hour,,,,,,,,,,,,,,,,,,,,,,,2013,18.7647,-73.2805,Steel,2013-01-01
Flying Turns (Knoebels),"1,300 ft (400 m)",24 mph (39 km/h),Knoebels Amusement Resort,Operating,Wood – Bobsled,Knoebels Amusement Resort,,50 ft (15 m),0.0,,,Larson International[1] trains with 3 cars. Riders are arranged 1 across in 2 rows for a total of 6 riders per train.,,,,,John Fetterman,,,"October 4, 2013",,,,,"October 4, 2013",,,,,,,,,,,,,2013,40.8784,-76.5051,Wood,2013-10-05
Freedom Flyer,"1,295.9 ft (395.0 m)",34.2 mph (55.0 km/h),Fun Spot America,Operating,Steel – Family – Inverted,Vekoma,Suspended Family Coaster (395m),64.3 ft (19.6 m),0.0,Drive tire,,Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:03,758 riders per hour,2.5,,,,"May 13, 2013",,,Twister,,"May 13, 2013",,,,,,,,,,,,,2013,28.4662,-81.4561,Steel,2013-06-08
Full Throttle (roller coaster),"2,200 ft (670 m)",70 mph (110 km/h),Six Flags Magic Mountain,Operating,Steel – Launched,Premier Rides,,160 ft (49 m),2.0,3 linear synchronous motor launches,US$6 million,2 trains with 3 cars. Riders are arranged 2 across in 3 rows for a total of 18 riders per train.,Six Flags Plaza,1:30,800 riders per hour,4.0,,,,,,Log Jammer,Terrain,,,,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,2013,34.4232,-118.5972,Steel,2013-06-22
GateKeeper (roller coaster),"4,164 ft (1,269 m)",67 mph (108 km/h),Cedar Point,Operating,Steel – Wing Coaster,Bolliger & Mabillard,Wing Coaster,170 ft (52 m),6.0,Chain lift hill,$30 million,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Lakeside Midway,2:40,"1,710 riders per hour",4[1],,,164 ft (50 m),"May 9, 2013",Fast Lane available,Disaster TransportSpace Spiral,Out and back,,"May 9, 2013",,,,,,,,,,,,,2013,41.4806,-82.679,Steel,2013-05-11
Gold Striker,"3,197 ft (974 m)",53.7 mph (86.4 km/h),California's Great America,Operating,Wood,Great Coasters International,,108.2 ft (33.0 m),0.0,Chain lift hill,"$10,000,000[1]",2 trains with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,Celebration Plaza,2:30,850 riders per hour,4.2,Jeff Pike,50°,103.3 ft (31.5 m),"April 30, 2013",Fast Lane available,Whizzer,,,"April 30, 2013",,,,www.cagreatamerica.com/play/rides/gold-striker,,,Old West,,,,,,2013,37.3967,-121.9749,Wood,2013-05-31
Hades 360,"4,746 ft (1,447 m)",60 mph (97 km/h),Mt. Olympus Water & Theme Park,Operating,Wood,The Gravity Group,,136 ft (41 m),1.0,,,Single train with 12 cars. Riders are arranged 2 across in a single row for a total of 24 riders per train.,,2:20,,3.5,,65°,140 ft (43 m),,,,,,,,,,,,,,,,,,,2013,43.617,-89.7893,Wood,2013-05-14
Iron Rattler,"3,266 ft (995 m)",70 mph (110 km/h),Six Flags Fiesta Texas,Operating,Steel,Rocky Mountain Construction,I-Box,179 ft (55 m),1.0,Chain lift hill,US$10 million[1],2 Gerstlauer trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Crackaxle Canyon,,850 riders per hour,,Alan Schilke,81°,171 ft (52 m),,,,Terrain,,,,,,,,,,,,,,,2013,,,Steel,2013-05-25
The Joker (Six Flags México),"1,351 ft (412 m)",31 mph (50 km/h),Other,,Steel – Spinning,Gerstlauer,,48 ft (15 m),,Chain lift hill,,,,,,,Werner Stengel,,27 ft (8.2 m),,,,,,,2012,,,,,,,Single rider line available,,Flash Pass available,,,2013,19.2951,-99.2082,Steel,
Karacho,"700 m (2,300 ft)",90 km/h (56 mph),Erlebnispark Tripsdrill,Operating,Steel – Launched,Gerstlauer,Infinity Coaster,30 m (98 ft),4.0,Linear synchronous motor launch,"€7,000,000",,,,960 riders per hour,,Imaginvest,,,,,,,,,,,,,,,,,,,0 to 90 km/h (0 to 56 mph) in 1.6 seconds,,2013,49.0377,9.0544,Steel,2013-07-10
Nitro (Imagicaa),"2,800 ft (850 m)",65.2 mph (104.9 km/h),Imagicaa,Operating,Steel – Floorless Coaster,Bolliger & Mabillard,Floorless Coaster,132 ft (40 m),5.0,Chain lift hill,,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Americana,2:30,,,,,,,,,Twister,,,,,,,,,,,,,,,2013,18.7664,73.28,Steel,2013-10-01
Orkanen,"1,486.2 ft (453.0 m)",46.6 mph (75.0 km/h),Fårup Sommarland,Operating,Steel – Family – Inverted,Vekoma,Suspended Family Coaster (453m),63.3 ft (19.3 m),0.0,Drive tire,"$35,000,000 DKK (2012)[1]",Single train with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:00,670 riders per hour,3,,,,,,,Twister,,,,,,Official website,,,,,,,,,2013,57.27,9.6453,Steel,2013-06-05
Outlaw Run,"2,937 ft (895 m)",68 mph (109 km/h),Silver Dollar City,Operating,Wood,Rocky Mountain Construction,Topper Track – Custom,107 ft (33 m),3.0,Chain lift hill,US$10 million($11.1 million in 2020 dollars[1]),2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,The Great Barn at Wilson's Farm,1:27,,,Alan Schilke,81°,162 ft (49 m),"March 13, 2013",,,Terrain,,"March 13, 2013",,,,,,Must transfer from wheelchair,,,,,,,2013,36.6681,-93.34,Wood,2013-03-15
Ring Racer,"1,212 m (3,976 ft)",160.0 km/h (99.4 mph),Nürburgring,Closed,Steel – Launched,S&S - Sansei Technologies,High-Thrill coaster,37.5 m (123 ft),,Pneumatic launch,,,,85 seconds,400 riders per hour,5.6,,,,,,,Raceway-style oval layout,,,4 November 2013,,,,,,,,,,0 to 99.4 mph (0 to 160 km/h) in 2 seconds,,2013,50.3361,6.9492,Steel,2013-10-31
The Smiler,"3,838.6 ft (1,170.0 m)",52.8 mph (85.0 km/h),Alton Towers,Operating,Steel,Gerstlauer,Infinity Coaster,,14.0,"2 chain lift systems, 2nd is vertical.","£18,000,000",4 trains with 4 cars. Riders are arranged 4 across in a single row for a total of 16 riders per train.,X-Sector,2:45,1200 riders per hour,4.8[1],,,98.4 ft (30.0 m),,,The Black Hole,Infinity Coaster 1170,Fastrack available,,,,,,,,,,,,,,2013,52.9872,-1.8953,Steel,2013-05-31
Smoky Mountain Alpine Coaster,,27 mph (43 km/h),Other,Operating,Steel – Mountain coaster,Wiegand,Mountain coaster,"3,937 ft (1,200 m)",0.0,Cable lift hill,,a single car. Riders are arranged 1 across in 2 rows for a total of 2 riders per train.,,7-8 minutes,,,,,,,,,,,,,,,http://www.smokymountainalpinecoaster.com/,,,,,,,,,2013,35.7934,-83.5965,Steel,2013-08-03
Storm Coaster,"470 m (1,540 ft)",70 km/h (43 mph),Sea World (Australia),Operating,Steel,Mack Rides,Water Coaster,28 m (92 ft),0.0,Chain lift hill,AU$20 million,6 trains with a single car. Riders are arranged 2 across in 4 rows for a total of 8 riders per train.,,2 minutes[1],,3 Gs[2],,,,2 December 2013,,Bermuda Triangle,Water Coaster,,2 December 2013,,,,,,,,,,,,,2013,-27.9563,153.4258,Steel,2013-12-06
White Lightning (roller coaster),"2,032 ft (619 m)",44.3 mph (71.3 km/h),Fun Spot America,Operating,Wood,Great Coasters International,Custom,69.7 ft (21.2 m),0.0,Chain lift hill,$3.5 million,2 trains with 6 cars. Riders are arranged 2 across in a single row for a total of 12 riders per train.,,1:15,,,,58°,67.2 ft (20.5 m),"May 20, 2013",,,Out and back,,"May 20, 2013",,,,,,,,,,,,,2013,28.4662,-81.4564,Wood,2013-06-07
Wild Kitty,,,Other,,Steel,Allan Herschell Company,Little Dipper,12 ft (3.7 m),0.0,,,,,,100 riders per hour,,,,,,,Wild Kitty (1991-2012),Oval,,,,,,,,,,,,,,,2013,,,Steel,
Woodstock Express (Kings Dominion),"1,385 ft (422 m)",35 mph (56 km/h),Kings Dominion,Operating,Wood,Philadelphia Toboggan Coasters,,35 ft (11 m),0.0,,,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,Planet Snoopy,1:40,1200 riders per hour,,John C. Allen,,30 ft (9.1 m),,,,,,,,,,,,,,,,,,,2013,37.8405,-77.4422,Wood,1974-01-01
Alpina Blitz,"719 m (2,359 ft)",83 km/h (52 mph),Nigloland,Operating,Steel,Mack Rides,,33 m (108 ft),0.0,Chain lift hill,"€8,000,000",2 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,,,,4.3,,,,,,,,,,,,,,,,,,,,,,2014,48.2617,4.6149,Steel,2014-04-12
Arthur – The Ride,"550 m (1,800 ft)",31 km/h (19 mph),Europa-Park,Operating,Steel – Inverted – Powered,Mack Rides,,13.5 m (44 ft),0.0,,€25 million,9 trains with a single car. Riders are arranged 4 across in 3 rows for a total of 12 riders per train.,ARTHUR - In the Minimoys Kingdom,4 minutes,"1,600 riders per hour",,,,,,,,,,,,,,,,,,Single rider line available,,,,,2014,48.2639,7.7237,Steel,2014-06-01
Banshee (roller coaster),"4,124 ft (1,257 m)",68 mph (109 km/h),Kings Island,Operating,Steel – Inverted,Bolliger & Mabillard,Inverted Coaster,167 ft (51 m),7.0,Chain lift hill,"US$24,000,000",3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Action Zone,2:40,"1,650 riders per hour",,,,150 ft (46 m),,Fast Lane available,Son of BeastThunder Alley,Terrain,,,,,,,,,,,,,,,2014,39.3457,-84.2655,Steel,2014-04-18
The Bat (Kings Island; opened 1993),"2,352 ft (717 m)",51 mph (82 km/h),Kings Island,Operating,Steel – Suspended,Arrow Dynamics,Suspended Coaster,78 ft (24 m),0.0,Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Action Zone,1:52,"1,200 riders per hour",2.9,,45°,70 ft (21 m),,,,Terrain,,,,,,,,,,,,,,,2014,39.3476,-84.2652,Steel,1993-04-09
Dragon Wagon (Indiana Beach),,,Indiana Beach,Removed,Steel,Wisdom Rides,,,,Tire Lift,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,2014,40.79,-86.7713,Steel,2014-08-01
Family Inverted Coaster (Happy Valley Shanghai),"1,328.8 ft (405.0 m)",30.4 mph (48.9 km/h),Happy Valley Shanghai,Operating,Steel – Inverted,Bolliger & Mabillard,Family Inverted Coaster,65.6 ft (20.0 m),,Chain lift hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,31.0973,121.2087,Steel,2014-07-05
FireChaser Express,"2,427 ft (740 m)",34.5 mph (55.5 km/h),Dollywood,Operating,Steel – Family – Launched,Gerstlauer,Custom,78 ft (24 m),0.0,"Tire propelled launch, Chain lift hill","$15,000,000[1]",Several Gerstlauer trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,Wilderness Pass,2:19,750 riders per hour,,,,,,,Adventure Mountain,,,,,,,,,,,,,,0 to 16 mph (26 km/h) in 1.1 secs 0 to 20 mph (32 km/h) in 2 secs,,2014,35.7947,-83.5301,Steel,2014-03-22
Flight of the Hippogriff,"1,099.1 ft (335.0 m)",28.5 mph (45.9 km/h),Other,,Steel – Junior,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)","Junior Coaster (335m)[1] Youngstar Coaster (Hollywood, Beijing) [1]",42.7 ft (13.0 m),0.0,Drive tire,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,1:06,,,Universal Creative,,,,,,,,,,,,,,Must transfer from wheelchair,,,,,,,2014,,,Steel,
Flug der Dämonen,"772 m (2,533 ft)",100 km/h (62 mph),Heide Park Resort,Operating,Steel – Wing Coaster,Bolliger & Mabillard,Wing Coaster,40 m (130 ft),5.0,Chain lift hill,"€15,000,000 ($USD19.9 million)",2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Transsilvanien,0:52 minutes,1060 riders per hour,4,,,,,,Wildwasserbahn II,,,,,,,,,,,Single rider line available,,,,,2014,53.0262,9.8796,Steel,2014-03-29
Goliath (Six Flags Great America),"3,100 ft (940 m)",72 mph (116 km/h),Six Flags Great America,Operating,Other,Rocky Mountain Construction,Topper Track – Custom,165 ft (50 m),2.0,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,County Fair,1:45,800 riders per hour,,Alan Schilke,85°,180 ft (55 m),"June 18, 2014[1]",,Iron Wolf,,,"June 18, 2014[1]",,,,,,Must transfer from wheelchair,,,,Flash Pass available,,,2014,42.3661,-87.9311,Other,2014-06-19
Harry Potter and the Escape from Gringotts,"600 m (2,000 ft)",,Universal Studios Florida,Operating,Steel – Launched – Enclosed,Intamin,,,0.0,Drive tire launch,,11 trains with 2 cars. Riders are arranged 4 across in 3 rows for a total of 24 riders per train.,The Wizarding World of Harry Potter - Diagon Alley,5:00,,,Universal Creative,50°,,,,Jaws: The Ride,,,,,,,,,,Gringotts Bank (Harry Potter),Single rider line available,,,,,2014,28.4803,-81.47,Steel,2014-07-08
Helix (roller coaster),"1,381 m (4,531 ft)",100 km/h (62 mph),Liseberg,Operating,Steel – Launched,Mack Rides,,41 m (135 ft),7.0,2 linear motors,"approx. 239,000,000 SEK",3 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,2:10,"1,350 riders per hour",4.3 g,Ing.-Büro Stengel GmbH,,,,,,,,,,,,,,,,,,,,,2014,57.6953,11.9908,Steel,2014-04-26
Lightning Run,"2,500 ft (760 m)",55 mph (89 km/h),Kentucky Kingdom,Operating,Other,Chance Rides,Hyper GT-X Coaster,,0.0,,,2 trains with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,2:00,800 riders per hour,,,80°,100 ft (30 m),,,Greezed Lightnin',,,,,,,,,,,,,,,,2014,38.1965,-85.744,Other,2014-05-24
El Loco (Adventuredome),"1,300 ft (400 m)",45 mph (72 km/h),Adventuredome,Operating,Steel,S&S – Sansei Technologies,,90 ft (27 m),2.0,,,,,1:13,,,,90°,,,,Rim Runner,,,,,,,,,,,,,,,,2014,36.1375,-115.1666,Steel,2014-02-18
Medusa Steel Coaster,"3,000 ft (910 m)",58 mph (93 km/h),Six Flags México,Operating,Steel,Rocky Mountain Construction,I-Box,118 ft (36 m),3.0,Chain lift hill,,2 Rocky Mountain Construction trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Pueblo Vaquero,1:45,,,Alan Schilke,54°,100 ft (30 m),,,Medusa,,,,,,,,,,,,,Flash Pass available,,,2014,19.2945,-99.2112,Steel,2014-06-14
Parrot Coaster,"1,278 m (4,193 ft)",67 mph (108 km/h),Chime-Long Ocean Kingdom,Operating,Steel – Wing Coaster,Bolliger & Mabillard,Wing Coaster,164.1 ft (50.0 m),3.0,Chain lift hill,,3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Amazing Amazon,,,,,,,,,,Twister,,,,,,,,,,,,,,,2014,22.1016,113.529,Steel,2014-01-25
